Date,Holiday,Discounted Stores,Day Count,Weekend,Month_sine,Month_cosine,Day of Week_sine,Day of Week_cosine
2019-06-22,0,0.4794520547945205,21,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2019-06-23,0,0.39452054794520547,22,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2019-06-24,0,0.37534246575342467,23,0,1.2246467991473532e-16,-1.0,0.0,1.0
2019-06-25,0,0.31232876712328766,24,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
2019-06-26,0,0.38904109589041097,25,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2019-06-27,0,0.16986301369863013,26,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2019-06-28,0,0.4547945205479452,27,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
2019-06-29,0,0.4602739726027397,28,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2019-06-30,0,0.6027397260273972,29,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2019-07-01,0,0.5315068493150685,30,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0
2019-07-02,0,0.5945205479452055,31,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
2019-07-03,0,0.4821917808219178,32,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2019-07-04,1,0.5315068493150685,33,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2019-07-05,0,0.3917808219178082,34,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
2019-07-06,0,0.3780821917808219,35,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
2019-07-07,0,0.1589041095890411,36,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
2019-07-08,0,0.336986301369863,37,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0
2019-07-09,0,0.7342465753424657,38,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
2019-07-10,0,0.7342465753424657,39,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2019-07-11,0,0.873972602739726,40,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2019-07-12,0,0.8082191780821918,41,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
2019-07-13,0,0.6465753424657534,42,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
2019-07-14,0,0.2493150684931507,43,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
2019-07-15,0,0.25205479452054796,44,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0
2019-07-16,0,0.11506849315068493,45,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
2019-07-17,0,0.10684931506849316,46,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2019-07-18,0,0.03287671232876712,47,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2019-07-19,0,0.10684931506849316,48,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
2019-07-20,0,0.33972602739726027,49,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
2019-07-21,0,0.736986301369863,50,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
2019-07-22,0,0.7342465753424657,51,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0
2019-07-23,0,0.873972602739726,52,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
2019-07-24,0,0.8082191780821918,53,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2019-07-25,0,0.6438356164383562,54,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2019-07-26,0,0.2493150684931507,55,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
2019-07-27,0,0.25205479452054796,56,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
2019-07-28,0,0.11506849315068493,57,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
2019-07-29,0,0.10684931506849316,58,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0
2019-07-30,0,0.03287671232876712,59,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
2019-07-31,0,0.10684931506849316,60,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
