Date,Holiday,Discount,Discounted Stores,Orders,Sales
2018-03-31,0,Yes,0.9919354838709677,11967,7006176.0
2018-04-01,1,Yes,0.9919354838709677,11605,6791009.28
2018-04-02,0,No,0.20967741935483872,9243,5276322.0
2018-04-03,0,No,0.008064516129032258,8161,4450869.0
2018-04-04,0,No,0.008064516129032258,8755,4723728.0
2018-04-05,0,No,0.008064516129032258,8983,4880793.0
2018-04-06,0,No,0.0,9845,5346552.0
2018-04-07,0,No,0.0,12507,7090230.0
2018-04-08,0,Yes,0.7903225806451613,13351,7814181.0
2018-04-09,0,Yes,0.9919354838709677,11378,6740964.0
2018-04-10,0,Yes,0.9919354838709677,11232,7042473.0
2018-04-11,0,Yes,0.9919354838709677,12097,7691961.0
2018-04-12,0,Yes,0.20161290322580644,9492,5523501.0
2018-04-13,0,No,0.0,8121,4489839.0
2018-04-14,1,No,0.0,9234,4352106.57
2018-04-15,1,No,0.008064516129032258,6960,3835713.39
2018-04-16,0,No,0.008064516129032258,8303,4482027.0
2018-04-17,0,No,0.008064516129032258,8814,4772934.0
2018-04-18,0,No,0.008064516129032258,8286,4592550.0
2018-04-19,0,No,0.7983870967741935,8962,5103648.0
2018-04-20,0,Yes,0.9919354838709677,9649,5475228.0
2018-04-21,0,Yes,0.9919354838709677,11491,6566004.0
2018-04-22,0,Yes,0.9919354838709677,12091,6983292.0
2018-04-23,0,Yes,0.9919354838709677,11698,6922710.0
2018-04-24,0,Yes,0.20161290322580644,9178,5215536.0
2018-04-25,0,No,0.0,8035,4442283.0
2018-04-26,0,No,0.0,8312,4498656.0
2018-04-27,0,No,0.0,8245,4452483.0
2018-04-28,0,No,0.0,9727,5286849.0
2018-04-29,0,No,0.008064516129032258,10256,5571141.0
2018-04-30,1,No,0.008064516129032258,8495,5398369.0200000005
2018-05-01,0,Yes,0.7983870967741935,9390,5969559.0
2018-05-02,0,Yes,1.0,9916,6314730.0
2018-05-03,0,Yes,0.9919354838709677,9962,6412329.0
2018-05-04,0,Yes,0.9919354838709677,10442,6808317.0
2018-05-05,0,Yes,0.9919354838709677,13586,9145614.0
2018-05-06,0,Yes,0.20161290322580644,11579,7527603.0
2018-05-07,0,No,0.0,8728,5512377.0
2018-05-08,0,No,0.0,8604,5265906.0
2018-05-09,1,No,0.0,8349,5104313.91
2018-05-10,0,No,0.0,8006,4786896.0
2018-05-11,0,No,0.0,7832,4687806.0
2018-05-12,0,No,0.008064516129032258,9555,5914068.0
2018-05-13,0,Yes,0.7983870967741935,10292,6619785.0
2018-05-14,0,Yes,1.0,9564,6100383.0
2018-05-15,0,Yes,1.0,9581,6149550.0
2018-05-16,0,Yes,1.0,9405,6128949.0
2018-05-17,0,Yes,0.9354838709677419,9775,6534258.0
2018-05-18,0,No,0.20161290322580644,9237,5829228.0
2018-05-19,0,No,0.0,9754,5982003.0
2018-05-20,0,No,0.0,9797,5940975.0
2018-05-21,0,No,0.0,8567,5139939.0
2018-05-22,0,No,0.0,8418,5046255.0
2018-05-23,0,No,0.0,8529,5137293.0
2018-05-24,0,No,0.056451612903225805,8668,5377368.0
2018-05-25,0,Yes,0.7983870967741935,9061,5806653.0
2018-05-26,0,Yes,1.0,11157,7168770.0
2018-05-27,0,Yes,1.0,11442,7384956.0
2018-05-28,0,Yes,1.0,10487,6814302.0
2018-05-29,0,Yes,0.9435483870967742,10996,7220967.0
2018-05-30,0,No,0.25806451612903225,10021,6463803.0
2018-05-31,0,Yes,0.7903225806451613,9631,6322875.0
2018-06-01,0,Yes,0.9919354838709677,9626,6260493.0
2018-06-02,0,Yes,0.9919354838709677,10849,7094481.0
2018-06-03,0,Yes,0.9919354838709677,11174,7304811.0
2018-06-04,0,No,0.9354838709677419,10098,6653382.0
2018-06-05,0,No,0.20161290322580644,8131,5149986.0
2018-06-06,0,No,0.0,7516,4587810.0
2018-06-07,0,No,0.008064516129032258,7846,4731873.0
2018-06-08,0,No,0.008064516129032258,7981,4788180.0
2018-06-09,0,No,0.008064516129032258,9271,5595252.0
2018-06-10,0,No,0.008064516129032258,9967,6012015.0
2018-06-11,0,No,0.06451612903225806,8597,5315322.0
2018-06-12,0,Yes,0.7903225806451613,9361,5928960.0
2018-06-13,0,Yes,0.9919354838709677,9473,6033876.0
2018-06-14,0,Yes,0.9919354838709677,9225,5911314.0
2018-06-15,1,Yes,0.9919354838709677,8967,5747004.93
2018-06-16,1,Yes,0.9354838709677419,6823,3753749.7600000002
2018-06-17,0,Yes,0.25806451612903225,10351,6654378.0
2018-06-18,0,Yes,0.7903225806451613,8484,5484150.0
2018-06-19,0,Yes,1.0,8811,5680047.0
2018-06-20,0,Yes,1.0,9961,6447279.0
2018-06-21,0,Yes,1.0,11330,7410504.0
2018-06-22,0,No,0.5967741935483871,10368,6752373.0
2018-06-23,0,No,0.18548387096774194,10169,6432198.0
2018-06-24,0,No,0.23387096774193547,10335,6763815.0
2018-06-25,0,No,0.008064516129032258,7857,4931469.0
2018-06-26,0,No,0.008064516129032258,9087,5747901.0
2018-06-27,0,No,0.008064516129032258,9617,5982909.0
2018-06-28,0,No,0.008064516129032258,8241,5110707.0
2018-06-29,0,No,0.008064516129032258,8486,5249949.0
2018-06-30,0,No,0.0,13410,8454369.0
2018-07-01,0,No,0.0,15248,8674905.0
2018-07-02,0,Yes,0.4032258064516129,12089,6978732.0
2018-07-03,0,No,0.8145161290322581,11412,6685110.0
2018-07-04,0,Yes,0.9919354838709677,12112,7159422.0
2018-07-05,0,Yes,0.9919354838709677,12104,7291404.0
2018-07-06,0,Yes,0.7580645161290323,12367,7496133.0
2018-07-07,0,No,0.5967741935483871,14553,8853546.0
2018-07-08,0,No,0.18548387096774194,12251,7136397.0
2018-07-09,0,No,0.008064516129032258,8910,4953306.0
2018-07-10,0,No,0.008064516129032258,9033,5006946.0
2018-07-11,0,No,0.008064516129032258,9144,5098587.0
2018-07-12,0,No,0.23387096774193547,9729,5404815.0
2018-07-13,0,No,0.24193548387096775,10303,5733912.0
2018-07-14,1,No,0.4112903225806452,11697,5570435.01
2018-07-15,0,Yes,0.8225806451612904,13283,7769955.0
2018-07-16,0,Yes,1.0,11855,7001349.0
2018-07-17,0,Yes,0.7661290322580645,10753,6295665.0
2018-07-18,0,Yes,0.7580645161290323,11532,6803457.0
2018-07-19,0,Yes,0.5887096774193549,11783,6925044.0
2018-07-20,0,No,0.3467741935483871,10617,6108891.0
2018-07-21,0,Yes,0.5806451612903226,12466,7221687.0
2018-07-22,0,Yes,0.7580645161290323,12301,7146855.0
2018-07-23,0,Yes,0.9919354838709677,10368,6011286.0
2018-07-24,0,Yes,0.9919354838709677,10425,6013116.0
2018-07-25,0,No,0.8225806451612904,10860,6256095.0
2018-07-26,0,No,0.4112903225806452,9289,5236917.0
2018-07-27,0,No,0.23387096774193547,8914,4958790.0
2018-07-28,0,No,0.0,10222,5641305.0
2018-07-29,0,No,0.0,9967,5449008.0
2018-07-30,0,No,0.0,8485,4548555.0
2018-07-31,0,No,0.0,8816,4751919.0
2018-08-01,0,No,0.1774193548387097,8589,4682715.0
2018-08-02,0,No,0.6129032258064516,9202,5134740.0
2018-08-03,0,Yes,0.7661290322580645,9684,5449428.0
2018-08-04,0,Yes,1.0,11567,6642177.0
2018-08-05,0,Yes,1.0,11798,6825579.0
2018-08-06,0,Yes,0.8225806451612904,10678,6085362.0
2018-08-07,0,No,0.5564516129032258,9525,5390664.0
2018-08-08,0,Yes,0.8387096774193549,10086,5780544.0
2018-08-09,0,No,0.7580645161290323,10105,5782473.0
2018-08-10,0,Yes,0.9919354838709677,11146,6483477.0
2018-08-11,0,Yes,0.9919354838709677,13254,7838856.0
2018-08-12,0,Yes,0.8225806451612904,13893,8238294.0
2018-08-13,0,No,0.3951612903225806,10990,6246522.0
2018-08-14,0,No,0.008064516129032258,9062,5004144.0
2018-08-15,1,No,0.008064516129032258,4875,2608577.0100000002
2018-08-16,0,No,0.008064516129032258,8563,4577943.0
2018-08-17,1,No,0.008064516129032258,8344,4459183.29
2018-08-18,0,No,0.1693548387096774,10102,5481642.0
2018-08-19,0,Yes,0.532258064516129,11125,6185679.0
2018-08-20,0,Yes,0.9193548387096774,9947,5558742.0
2018-08-21,0,Yes,1.0,9852,5587587.0
2018-08-22,1,Yes,1.0,8514,4807333.41
2018-08-23,0,Yes,0.8306451612903226,10786,6240906.0
2018-08-24,0,No,0.23387096774193547,8859,4911198.0
2018-08-25,1,No,0.08064516129032258,10065,4767885.36
2018-08-26,1,No,0.0,6439,3518183.61
2018-08-27,0,No,0.0,8502,4533369.0
2018-08-28,0,No,0.0,8511,4532376.0
2018-08-29,0,No,0.0,8898,4757499.0
2018-08-30,0,Yes,0.1693548387096774,8776,4801326.0
2018-08-31,0,Yes,0.7661290322580645,9518,5330814.0
2018-09-01,0,Yes,0.9193548387096774,11461,6516921.0
2018-09-02,0,Yes,1.0,11546,6624891.0
2018-09-03,1,Yes,1.0,9601,6430075.35
2018-09-04,0,Yes,0.8306451612903226,11879,6991851.0
2018-09-05,0,No,0.4032258064516129,10191,5744901.0
2018-09-06,0,Yes,0.6129032258064516,10376,5825328.0
2018-09-07,0,Yes,0.6854838709677419,10463,5921577.0
2018-09-08,0,Yes,0.7661290322580645,12795,7484136.0
2018-09-09,0,Yes,0.5967741935483871,12358,7167012.0
2018-09-10,0,Yes,0.24193548387096775,9308,5206527.0
2018-09-11,0,No,0.0967741935483871,8584,4722177.0
2018-09-12,0,No,0.23387096774193547,8419,4548363.0
2018-09-13,1,Yes,0.23387096774193547,6781,3634764.15
2018-09-14,0,No,0.23387096774193547,8545,4605240.0
2018-09-15,0,No,0.23387096774193547,10435,5684634.0
2018-09-16,0,No,0.4032258064516129,10490,5858001.0
2018-09-17,0,Yes,0.5241935483870968,8870,4909431.0
2018-09-18,0,Yes,0.6612903225806451,9139,5032182.0
2018-09-19,0,No,0.7580645161290323,9470,5273997.0
2018-09-20,0,Yes,0.7580645161290323,9975,5621649.0
2018-09-21,1,No,0.5967741935483871,9717,5472721.23
2018-09-22,0,No,0.24193548387096775,10591,5949081.0
2018-09-23,0,No,0.10483870967741936,10175,5640360.0
2018-09-24,0,Yes,0.23387096774193547,8704,4746528.0
2018-09-25,0,No,0.23387096774193547,8787,4770396.0
2018-09-26,0,No,0.24193548387096775,8852,4790604.0
2018-09-27,0,No,0.24193548387096775,8980,4867173.0
2018-09-28,0,No,0.4032258064516129,9551,5372742.0
2018-09-29,0,Yes,0.5241935483870968,11039,6223584.0
2018-09-30,0,Yes,0.6612903225806451,11278,6393192.0
2018-10-01,0,No,0.75,9765,5507310.0
2018-10-02,1,Yes,0.75,7264,4040792.85
2018-10-03,0,Yes,0.5967741935483871,10692,6133845.0
2018-10-04,0,Yes,0.24193548387096775,9601,5367756.0
2018-10-05,0,Yes,0.10483870967741936,9376,5231733.0
2018-10-06,0,Yes,0.24193548387096775,10340,5730582.0
2018-10-07,0,No,0.24193548387096775,10336,5683842.0
2018-10-08,0,No,0.24193548387096775,8437,4572642.0
2018-10-09,0,No,0.24193548387096775,9037,4925829.0
2018-10-10,0,No,0.4112903225806452,9299,5184624.0
2018-10-11,0,Yes,0.532258064516129,9217,5123379.0
2018-10-12,0,Yes,0.6693548387096774,9492,5279337.0
2018-10-13,0,No,0.7580645161290323,11556,6542715.0
2018-10-14,0,No,0.7661290322580645,11958,6862731.0
2018-10-15,0,Yes,0.5967741935483871,10425,5956275.0
2018-10-16,1,No,0.24193548387096775,10103,5769256.89
2018-10-17,1,No,0.10483870967741936,6617,3701941.71
2018-10-18,1,Yes,0.25,6340,3531979.17
2018-10-19,1,No,0.24193548387096775,5178,2820515.91
2018-10-20,0,No,0.24193548387096775,10421,5754219.0
2018-10-21,0,No,0.23387096774193547,10919,6044589.0
2018-10-22,0,Yes,0.3951612903225806,9207,5204589.0
2018-10-23,0,Yes,0.5080645161290323,9197,5161827.0
2018-10-24,1,Yes,0.6532258064516129,8971,5031006.87
2018-10-25,0,No,0.75,9656,5458368.0
2018-10-26,0,Yes,0.7580645161290323,10252,5862777.0
2018-10-27,1,Yes,0.5967741935483871,11643,5699918.97
2018-10-28,0,Yes,0.41935483870967744,11051,6240882.0
2018-10-29,0,Yes,0.6209677419354839,10000,5686338.0
2018-10-30,0,Yes,0.8951612903225806,10463,6046155.0
2018-10-31,0,Yes,0.9838709677419355,10449,6026652.0
2018-11-01,0,Yes,0.9838709677419355,10471,6102480.0
2018-11-02,0,Yes,0.8145161290322581,10201,5968497.0
2018-11-03,0,No,0.46774193548387094,11053,6382797.0
2018-11-04,0,No,0.0967741935483871,10070,5633676.0
2018-11-05,0,No,0.0,8038,4341825.0
2018-11-06,1,No,0.0,7815,4220270.64
2018-11-07,1,No,0.016129032258064516,1178,654808.47
2018-11-08,1,No,0.016129032258064516,1486,825610.83
2018-11-09,1,No,0.18548387096774194,1447,805829.7
2018-11-10,0,No,0.5241935483870968,10647,5954388.0
2018-11-11,0,Yes,0.8951612903225806,11623,6597120.0
2018-11-12,0,Yes,0.9758064516129032,10372,5894796.0
2018-11-13,1,Yes,0.9838709677419355,10035,5700028.74
2018-11-14,0,Yes,0.8145161290322581,11397,6691968.0
2018-11-15,0,No,0.24193548387096775,9387,5270880.0
2018-11-16,0,No,0.10483870967741936,8951,4932111.0
2018-11-17,0,No,0.008064516129032258,10241,5629362.0
2018-11-18,0,No,0.0,8709,4772037.0
2018-11-19,0,No,0.008064516129032258,9063,4993425.0
2018-11-20,0,No,0.008064516129032258,9354,5103060.0
2018-11-21,1,Yes,0.18548387096774194,9100,4960514.43
2018-11-22,0,No,0.5161290322580645,8691,4810398.0
2018-11-23,1,No,0.6451612903225806,8432,4663083.06
2018-11-24,1,Yes,0.7419354838709677,9618,4645900.14
2018-11-25,0,Yes,0.9838709677419355,14293,8444751.0
2018-11-26,0,Yes,0.8225806451612904,12435,7455078.0
2018-11-27,0,No,0.4838709677419355,10673,6224793.0
2018-11-28,0,Yes,0.3467741935483871,10069,5799762.0
2018-11-29,0,No,0.24193548387096775,9724,5568681.0
2018-11-30,0,Yes,0.008064516129032258,9074,4974720.0
2018-12-01,0,No,0.016129032258064516,10365,5661546.0
2018-12-02,0,No,0.016129032258064516,10501,5697738.0
2018-12-03,0,No,0.1693548387096774,9013,4932429.0
2018-12-04,0,Yes,0.5,10175,5677032.0
2018-12-05,0,Yes,0.6612903225806451,10565,5959662.0
2018-12-06,0,No,0.75,10825,6211677.0
2018-12-07,0,Yes,0.8306451612903226,10706,6222930.0
2018-12-08,0,Yes,0.532258064516129,11889,6795618.0
2018-12-09,0,Yes,0.4274193548387097,11451,6512235.0
2018-12-10,0,Yes,0.33064516129032256,9845,5495112.0
2018-12-11,0,No,0.24193548387096775,10165,5695215.0
2018-12-12,0,No,0.024193548387096774,9701,5340999.0
2018-12-13,0,No,0.1774193548387097,9491,5213034.0
2018-12-14,0,Yes,0.47580645161290325,9563,5283357.0
2018-12-15,0,Yes,0.5725806451612904,11381,6379062.0
2018-12-16,0,No,0.6693548387096774,11653,8113467.0
2018-12-17,0,Yes,0.7419354838709677,10792,7516950.0
2018-12-18,0,Yes,0.5887096774193549,10866,7656159.0
2018-12-19,0,No,0.5241935483870968,10663,7334145.0
2018-12-20,0,Yes,0.41935483870967744,10808,7441728.0
2018-12-21,0,Yes,0.3225806451612903,9929,6755676.0
2018-12-22,0,No,0.24193548387096775,10778,7310670.0
2018-12-23,0,No,0.24193548387096775,11361,7766325.0
2018-12-24,1,No,0.1693548387096774,9383,7511159.34
2018-12-25,1,No,0.46774193548387094,1252,868271.55
2018-12-26,0,No,0.5806451612903226,8987,6023886.0
2018-12-27,0,Yes,0.6532258064516129,9451,6364371.0
2018-12-28,0,Yes,0.7661290322580645,9874,6737823.0
2018-12-29,0,Yes,0.6048387096774194,11902,8211690.0
2018-12-30,0,Yes,0.31451612903225806,11129,7580856.0
2018-12-31,0,No,0.43548387096774194,9330,6285297.0
2019-01-01,1,No,0.3467741935483871,7629,5105206.83
2019-01-02,0,No,0.24193548387096775,8796,5829720.0
2019-01-03,0,No,0.25,9320,6222618.0
2019-01-04,0,No,0.25,9603,6510597.0
2019-01-05,0,No,0.1693548387096774,11114,7591500.0
2019-01-06,0,Yes,0.46774193548387094,11517,7850646.0
2019-01-07,0,No,0.5645161290322581,9687,6559362.0
2019-01-08,0,No,0.6451612903225806,9962,6771750.0
2019-01-09,0,Yes,0.75,10652,7337322.0
2019-01-10,0,No,0.5967741935483871,10729,7485735.0
2019-01-11,0,Yes,0.6774193548387096,10833,7439478.0
2019-01-12,0,Yes,0.8709677419354839,13218,9286080.0
2019-01-13,1,Yes,0.9032258064516129,12866,9028528.65
2019-01-14,1,Yes,0.8870967741935484,8360,6939654.18
2019-01-15,1,Yes,0.8225806451612904,8047,5650614.42
2019-01-16,0,Yes,0.2903225806451613,9797,5464338.0
2019-01-17,0,No,0.1693548387096774,8929,4877367.0
2019-01-18,0,Yes,0.0967741935483871,8597,4610268.0
2019-01-19,0,No,0.008064516129032258,10004,5360409.0
2019-01-20,0,No,0.016129032258064516,10733,5756328.0
2019-01-21,0,No,0.1693548387096774,10030,5417370.0
2019-01-22,0,Yes,0.46774193548387094,10627,5915703.0
2019-01-23,0,No,0.8064516129032258,11238,6340779.0
2019-01-24,0,Yes,0.9032258064516129,11287,6505320.0
2019-01-25,0,Yes,0.8306451612903226,11523,6699864.0
2019-01-26,1,Yes,0.532258064516129,7477,3605494.56
2019-01-27,0,Yes,0.4274193548387097,12106,6993420.0
2019-01-28,0,No,0.10483870967741936,9303,5140419.0
2019-01-29,0,No,0.0,9309,5028804.0
2019-01-30,0,No,0.008064516129032258,9039,4858083.0
2019-01-31,0,No,0.008064516129032258,9094,4851345.0
2019-02-01,0,No,0.1693548387096774,9355,5140977.0
2019-02-02,0,Yes,0.46774193548387094,11189,6294612.0
2019-02-03,0,Yes,0.8064516129032258,11736,6603336.0
2019-02-04,0,Yes,0.8790322580645161,10000,5605383.0
2019-02-05,0,Yes,0.9838709677419355,10847,6212037.0
2019-02-06,0,Yes,0.8306451612903226,11226,6506649.0
2019-02-07,0,Yes,0.532258064516129,10512,5988708.0
2019-02-08,0,No,0.20161290322580644,9459,5279769.0
2019-02-09,0,No,0.12096774193548387,10471,5779188.0
2019-02-10,1,No,0.016129032258064516,10129,5603155.56
2019-02-11,0,No,0.016129032258064516,8187,4372326.0
2019-02-12,0,No,0.016129032258064516,8691,4644960.0
2019-02-13,0,No,0.16129032258064516,8759,4751202.0
2019-02-14,0,Yes,0.46774193548387094,9051,4994766.0
2019-02-15,0,Yes,0.7983870967741935,9506,5260713.0
2019-02-16,0,No,0.8709677419354839,11358,6426930.0
2019-02-17,0,Yes,0.967741935483871,11857,6858420.0
2019-02-18,0,No,0.8145161290322581,10431,5984856.0
2019-02-19,1,Yes,0.5241935483870968,10108,5798262.42
2019-02-20,0,Yes,0.20967741935483872,8837,4857582.0
2019-02-21,0,No,0.12903225806451613,8680,4671186.0
2019-02-22,0,Yes,0.024193548387096774,8331,4420497.0
2019-02-23,0,No,0.03225806451612903,9956,5323821.0
2019-02-24,0,No,0.024193548387096774,10299,5493486.0
2019-02-25,0,No,0.16129032258064516,9017,4885413.0
2019-02-26,0,Yes,0.4596774193548387,9475,5248197.0
2019-02-27,0,Yes,0.7903225806451613,10223,5750889.0
2019-02-28,0,Yes,0.8629032258064516,10131,5771115.0
2019-03-01,1,Yes,0.9193548387096774,9833,5595120.24
2019-03-02,0,Yes,0.8145161290322581,11872,6931311.0
2019-03-03,0,No,0.532258064516129,11842,6817938.0
2019-03-04,1,Yes,0.20967741935483872,9830,6628427.34
2019-03-05,0,No,0.12903225806451613,8872,4833912.0
2019-03-06,0,No,0.03225806451612903,8711,4672971.0
2019-03-07,0,No,0.04032258064516129,8596,4640559.0
2019-03-08,0,No,0.07258064516129033,8805,4694700.0
2019-03-09,0,No,0.16129032258064516,9916,5416485.0
2019-03-10,0,Yes,0.4596774193548387,10408,5746698.0
2019-03-11,0,Yes,0.782258064516129,9729,5437977.0
2019-03-12,0,Yes,0.8548387096774194,10014,5659689.0
2019-03-13,0,Yes,0.9193548387096774,10453,5983212.0
2019-03-14,0,Yes,0.8225806451612904,11149,6438261.0
2019-03-15,0,Yes,0.3467741935483871,9683,5452401.0
2019-03-16,0,No,0.21774193548387097,10672,5915115.0
2019-03-17,0,Yes,0.12903225806451613,10316,5635224.0
2019-03-18,0,No,0.024193548387096774,8762,4699617.0
2019-03-19,0,No,0.03225806451612903,8839,4723560.0
2019-03-20,1,No,0.06451612903225806,8559,4572765.54
2019-03-21,1,No,0.1532258064516129,1237,688497.39
2019-03-22,0,No,0.6451612903225806,9316,5213673.0
2019-03-23,0,Yes,0.782258064516129,11652,6591909.0
2019-03-24,0,Yes,0.8548387096774194,12186,7055793.0
2019-03-25,0,Yes,0.9112903225806451,11052,6442158.0
2019-03-26,0,Yes,0.8225806451612904,11809,6967374.0
2019-03-27,0,No,0.3467741935483871,9841,5627739.0
2019-03-28,0,No,0.21774193548387097,9739,5473722.0
2019-03-29,0,No,0.13709677419354838,9290,5090721.0
2019-03-30,0,No,0.024193548387096774,9945,5377056.0
2019-03-31,0,No,0.03225806451612903,10181,5494809.0
2019-04-01,0,No,0.06451612903225806,8636,4632351.0
2019-04-02,0,No,0.1532258064516129,8573,4669851.0
2019-04-03,0,Yes,0.6451612903225806,9094,5054595.0
2019-04-04,0,Yes,0.7741935483870968,9324,5217201.0
2019-04-05,0,Yes,0.8548387096774194,9856,5588154.0
2019-04-06,1,Yes,0.9112903225806451,11155,5403469.17
2019-04-07,0,Yes,0.8064516129032258,12785,7589658.0
2019-04-08,0,No,0.3467741935483871,9472,5351370.0
2019-04-09,0,Yes,0.21774193548387097,8795,4825287.0
2019-04-10,0,No,0.13709677419354838,8715,4707480.0
2019-04-11,0,No,0.04032258064516129,8529,4562136.0
2019-04-12,0,No,0.03225806451612903,8764,4667214.0
2019-04-13,1,No,0.06451612903225806,9963,4529478.3
2019-04-14,1,No,0.1532258064516129,7583,4104025.62
2019-04-15,1,Yes,0.6209677419354839,6483,4177488.0
2019-04-16,0,Yes,0.7580645161290323,9829,5504346.0
2019-04-17,1,Yes,0.8548387096774194,9564,5353135.7700000005
2019-04-18,0,Yes,0.8145161290322581,10724,6085410.0
2019-04-19,1,No,0.7983870967741935,10403,5899709.04
2019-04-20,0,No,0.31451612903225806,11826,6694443.0
2019-04-21,1,No,0.1935483870967742,11500,6520258.77
2019-04-22,0,No,0.12096774193548387,9867,5423253.0
2019-04-23,0,No,0.04032258064516129,8696,4710846.0
2019-04-24,0,No,0.04838709677419355,10165,5595717.0
2019-04-25,0,No,0.04838709677419355,9057,4940169.0
2019-04-26,0,No,0.04838709677419355,10615,5874231.0
2019-04-27,0,No,0.22580645161290322,11627,6505278.0
2019-04-28,0,Yes,0.3870967741935484,14031,7969521.0
