Date,Holiday,Discounted Stores,Orders,Sales
2018-03-12,0,0.9972602739726028,25711,15684093.0
2018-03-13,0,0.9945205479452055,25118,15525570.0
2018-03-14,0,0.9945205479452055,25359,15765795.0
2018-03-15,0,0.9972602739726028,29338,18572256.0
2018-03-16,0,0.22465753424657534,28287,17412255.0
2018-03-17,0,0.7753424657534247,35238,22324179.0
2018-03-18,1,0.989041095890411,34211,21668970.75
2018-03-19,0,0.989041095890411,26328,16691154.0
2018-03-20,0,0.989041095890411,28255,18195132.0
2018-03-21,0,0.21643835616438356,23012,14007738.0
2018-03-22,0,0.005479452054794521,20458,11852319.0
2018-03-23,0,0.0027397260273972603,21021,12062124.0
2018-03-24,0,0.0027397260273972603,24039,13883388.0
2018-03-25,1,0.0,23357,13472971.92
2018-03-26,0,0.010958904109589041,21996,12503751.0
2018-03-27,0,0.010958904109589041,22260,13094226.0
2018-03-28,0,0.7835616438356164,23803,14691672.0
2018-03-29,1,0.9945205479452055,23121,14265426.57
2018-03-30,1,0.9945205479452055,18303,11264967.9
2018-03-31,0,0.989041095890411,29821,18710721.0
2018-04-01,1,0.989041095890411,28928,18166922.52
2018-04-02,0,0.22465753424657534,23860,14569629.0
2018-04-03,0,0.0136986301369863,20935,12209307.0
2018-04-04,0,0.00821917808219178,21852,12576207.0
2018-04-05,0,0.00821917808219178,22165,12813417.0
2018-04-06,0,0.0027397260273972603,24566,14234181.0
2018-04-07,0,0.0027397260273972603,32518,19623816.0
2018-04-08,0,0.7780821917808219,34912,21883788.0
2018-04-09,0,0.9863013698630136,29176,18500304.0
2018-04-10,0,0.989041095890411,28462,19157115.0
2018-04-11,0,0.989041095890411,31216,21300681.0
2018-04-12,0,0.2136986301369863,24386,15229818.0
2018-04-13,0,0.005479452054794521,21515,12831450.0
2018-04-14,1,0.0027397260273972603,24468,12457317.75
2018-04-15,1,0.010958904109589041,17936,10594925.64
2018-04-16,0,0.00821917808219178,20788,11928978.0
2018-04-17,0,0.00821917808219178,22187,12774732.0
2018-04-18,0,0.010958904109589041,21439,12723330.0
2018-04-19,0,0.7835616438356164,23343,14261076.0
2018-04-20,0,0.9808219178082191,24510,14895594.0
2018-04-21,0,0.9863013698630136,28537,17473059.0
2018-04-22,0,0.989041095890411,29782,18444663.0
2018-04-23,0,0.989041095890411,29193,18500421.0
2018-04-24,0,0.2191780821917808,23638,14412999.0
2018-04-25,0,0.010958904109589041,21170,12550164.0
2018-04-26,0,0.005479452054794521,21594,12526755.0
2018-04-27,0,0.0027397260273972603,20846,12026901.0
2018-04-28,0,0.0027397260273972603,24567,14243013.0
2018-04-29,0,0.010958904109589041,25915,15054183.0
2018-04-30,1,0.0136986301369863,21459,14581800.81
2018-05-01,0,0.7835616438356164,24207,16495362.0
2018-05-02,0,0.9917808219178083,25242,17180883.0
2018-05-03,0,0.9863013698630136,24877,17166135.0
2018-05-04,0,0.9863013698630136,26097,18206790.0
2018-05-05,0,0.9863013698630136,33909,24441480.0
2018-05-06,0,0.21643835616438356,29355,20349051.0
2018-05-07,0,0.00821917808219178,22546,15215391.0
2018-05-08,0,0.0027397260273972603,22206,14483241.0
2018-05-09,1,0.005479452054794521,21514,14030286.6
2018-05-10,0,0.005479452054794521,20337,12977484.0
2018-05-11,0,0.00821917808219178,20121,12830817.0
2018-05-12,0,0.019178082191780823,24536,16231695.0
2018-05-13,0,0.7863013698630137,26887,18446259.0
2018-05-14,0,0.9917808219178083,24476,16653750.0
2018-05-15,0,0.989041095890411,24151,16559967.0
2018-05-16,0,0.989041095890411,23273,16169004.0
2018-05-17,0,0.958904109589041,25225,18013866.0
2018-05-18,0,0.2191780821917808,23761,16048995.0
2018-05-19,0,0.010958904109589041,25823,16989399.0
2018-05-20,0,0.00821917808219178,25283,16335033.0
2018-05-21,0,0.00821917808219178,21746,13918680.0
2018-05-22,0,0.00821917808219178,21299,13590396.0
2018-05-23,0,0.010958904109589041,21518,13793985.0
2018-05-24,0,0.03561643835616438,21988,14565546.0
2018-05-25,0,0.7835616438356164,23544,16112733.0
2018-05-26,0,0.989041095890411,28491,19573632.0
2018-05-27,0,0.9917808219178083,28578,19740852.0
2018-05-28,0,0.989041095890411,25793,17830662.0
2018-05-29,0,0.9643835616438357,27379,19224447.0
2018-05-30,0,0.24383561643835616,25192,17300913.0
2018-05-31,0,0.7780821917808219,24611,17263551.0
2018-06-01,0,0.9835616438356164,24595,17077740.0
2018-06-02,0,0.9863013698630136,27775,19393668.0
2018-06-03,0,0.9835616438356164,27985,19565799.0
2018-06-04,0,0.9616438356164384,26028,18330357.0
2018-06-05,0,0.2191780821917808,21287,14393973.0
2018-06-06,0,0.0136986301369863,19991,13029222.0
2018-06-07,0,0.0136986301369863,20329,13045080.0
2018-06-08,0,0.0136986301369863,20153,12886242.0
2018-06-09,0,0.00821917808219178,23303,14919669.0
2018-06-10,0,0.0136986301369863,25293,16210185.0
2018-06-11,0,0.03561643835616438,21566,14210352.0
2018-06-12,0,0.7780821917808219,24067,16353573.0
2018-06-13,0,0.9863013698630136,24407,16603479.0
2018-06-14,0,0.9835616438356164,23266,15976260.0
2018-06-15,1,0.9835616438356164,22583,15512933.19
2018-06-16,1,0.9616438356164384,17025,9978169.77
2018-06-17,0,0.2410958904109589,26676,18278982.0
2018-06-18,0,0.7808219178082192,22654,15717774.0
2018-06-19,0,0.9917808219178083,23272,16140684.0
2018-06-20,0,0.9945205479452055,25562,17786697.0
2018-06-21,0,0.9917808219178083,28772,20242395.0
2018-06-22,0,0.6082191780821918,26943,18853707.0
2018-06-23,0,0.16986301369863013,25745,17480913.0
2018-06-24,0,0.2958904109589041,28571,20001039.0
2018-06-25,0,0.010958904109589041,19959,13242804.0
2018-06-26,0,0.010958904109589041,23692,15894768.0
2018-06-27,0,0.00821917808219178,24712,16371303.0
2018-06-28,0,0.00821917808219178,21350,14052795.0
2018-06-29,0,0.005479452054794521,21694,14248626.0
2018-06-30,0,0.005479452054794521,35352,23728515.0
2018-07-01,0,0.010958904109589041,39266,23945358.0
2018-07-02,0,0.3972602739726027,30498,18890394.0
2018-07-03,0,0.8301369863013699,29203,18377211.0
2018-07-04,0,0.9917808219178083,30599,19373649.0
2018-07-05,0,0.9863013698630136,30222,19538289.0
2018-07-06,0,0.6986301369863014,30259,19560669.0
2018-07-07,0,0.6082191780821918,36620,24055308.0
2018-07-08,0,0.17534246575342466,29984,18650493.0
2018-07-09,0,0.0136986301369863,22662,13554081.0
2018-07-10,0,0.01643835616438356,23296,13839621.0
2018-07-11,0,0.010958904109589041,23137,13766004.0
2018-07-12,0,0.2958904109589041,24495,14604288.0
2018-07-13,0,0.3041095890410959,25432,15150003.0
2018-07-14,1,0.40273972602739727,28892,14711066.52
2018-07-15,0,0.8328767123287671,33456,21109464.0
2018-07-16,0,0.9917808219178083,29822,18970869.0
2018-07-17,0,0.7013698630136986,26274,16458309.0
2018-07-18,0,0.6958904109589041,28519,17946144.0
2018-07-19,0,0.6027397260273972,29759,18721923.0
2018-07-20,0,0.2684931506849315,25694,15775503.0
2018-07-21,0,0.5424657534246575,31238,19369557.0
2018-07-22,0,0.6986301369863014,30760,19120005.0
2018-07-23,0,0.9808219178082191,25993,16101408.0
2018-07-24,0,0.9780821917808219,25638,15798297.0
2018-07-25,0,0.8876712328767123,27274,16900371.0
2018-07-26,0,0.4547945205479452,23180,13970886.0
2018-07-27,0,0.2958904109589041,23241,13823877.0
2018-07-28,0,0.010958904109589041,26104,15320820.0
2018-07-29,0,0.01643835616438356,25568,14846055.0
2018-07-30,0,0.010958904109589041,21191,12126477.0
2018-07-31,0,0.0136986301369863,22217,12737472.0
2018-08-01,0,0.11506849315068493,21167,12346827.0
2018-08-02,0,0.5863013698630137,23850,14198166.0
2018-08-03,0,0.6986301369863014,24666,14791482.0
2018-08-04,0,0.9863013698630136,29030,17813916.0
2018-08-05,0,0.989041095890411,29526,18127176.0
2018-08-06,0,0.8904109589041096,26568,16291194.0
2018-08-07,0,0.5123287671232877,23465,14164593.0
2018-08-08,0,0.8712328767123287,26336,16176366.0
2018-08-09,0,0.7041095890410959,25421,15513465.0
2018-08-10,0,0.9863013698630136,28057,17409294.0
2018-08-11,0,0.9863013698630136,33247,20969319.0
2018-08-12,0,0.8904109589041096,35234,22427244.0
2018-08-13,0,0.41643835616438357,27860,16880997.0
2018-08-14,0,0.00821917808219178,23516,13780119.0
2018-08-15,1,0.0136986301369863,12381,7044249.21
2018-08-16,0,0.0136986301369863,21180,12053889.0
2018-08-17,1,0.0136986301369863,20604,11718931.17
2018-08-18,0,0.1095890410958904,24830,14363571.0
2018-08-19,0,0.4876712328767123,28950,17130564.0
2018-08-20,0,0.9178082191780822,25923,15459483.0
2018-08-21,0,0.9863013698630136,24789,15050769.0
2018-08-22,1,0.9835616438356164,21350,12902502.72
2018-08-23,0,0.8904109589041096,27521,17076024.0
2018-08-24,0,0.2273972602739726,21850,12931530.0
2018-08-25,1,0.07945205479452055,24802,12537501.42
2018-08-26,1,0.00821917808219178,16830,9787588.23
2018-08-27,0,0.010958904109589041,21163,12047520.0
2018-08-28,0,0.010958904109589041,21022,11910750.0
2018-08-29,0,0.010958904109589041,22197,12579348.0
2018-08-30,0,0.11232876712328767,21536,12569739.0
2018-08-31,0,0.7780821917808219,24688,14776356.0
2018-09-01,0,0.9205479452054794,29144,17718477.0
2018-09-02,0,0.9863013698630136,28649,17578071.0
2018-09-03,1,0.9917808219178083,23782,17036211.12
2018-09-04,0,0.8904109589041096,30056,19011822.0
2018-09-05,0,0.3287671232876712,24633,14827872.0
2018-09-06,0,0.5589041095890411,26592,15893895.0
2018-09-07,0,0.6301369863013698,25811,15470667.0
2018-09-08,0,0.6958904109589041,31635,19634739.0
2018-09-09,0,0.6054794520547945,30945,19172460.0
2018-09-10,0,0.2273972602739726,22464,13351764.0
2018-09-11,0,0.0821917808219178,21930,12811320.0
2018-09-12,0,0.29315068493150687,21892,12629880.0
2018-09-13,1,0.29041095890410956,17629,10091665.5
2018-09-14,0,0.29041095890410956,21568,12376968.0
2018-09-15,0,0.29863013698630136,26229,15247386.0
2018-09-16,0,0.39452054794520547,26420,15771861.0
2018-09-17,0,0.4876712328767123,23063,13656159.0
2018-09-18,0,0.6301369863013698,23437,13810623.0
2018-09-19,0,0.6986301369863014,23430,13887951.0
2018-09-20,0,0.6931506849315069,24291,14567595.0
2018-09-21,1,0.6054794520547945,23629,14159820.18
2018-09-22,0,0.2273972602739726,26117,15541707.0
2018-09-23,0,0.08493150684931507,26178,15356484.0
2018-09-24,0,0.29041095890410956,22580,13103109.0
2018-09-25,0,0.2876712328767123,22286,12891336.0
2018-09-26,0,0.2958904109589041,22331,12930102.0
2018-09-27,0,0.3013698630136986,22507,13036530.0
2018-09-28,0,0.3972602739726027,23841,14310276.0
2018-09-29,0,0.4904109589041096,28289,17004042.0
2018-09-30,0,0.6301369863013698,28826,17418081.0
2018-10-01,0,0.6931506849315069,24406,14646117.0
2018-10-02,1,0.6876712328767123,18037,10684439.64
2018-10-03,0,0.6054794520547945,26745,16342209.0
2018-10-04,0,0.2328767123287671,23359,13886007.0
2018-10-05,0,0.09041095890410959,23963,14195442.0
2018-10-06,0,0.29863013698630136,26580,15727248.0
2018-10-07,0,0.2958904109589041,25897,15117114.0
2018-10-08,0,0.2958904109589041,21264,12315231.0
2018-10-09,0,0.3041095890410959,22815,13243134.0
2018-10-10,0,0.4,23113,13733847.0
2018-10-11,0,0.4849315068493151,23401,13800000.0
2018-10-12,0,0.6273972602739726,24296,14344572.0
2018-10-13,0,0.6931506849315069,28661,17174256.0
2018-10-14,0,0.6904109589041096,29148,17715306.0
2018-10-15,0,0.6027397260273972,26217,16009851.0
2018-10-16,1,0.2328767123287671,25440,15527380.35
2018-10-17,1,0.09315068493150686,16149,9624091.290000001
2018-10-18,1,0.3013698630136986,16226,9600084.18
2018-10-19,1,0.29863013698630136,13412,7828439.55
2018-10-20,0,0.3041095890410959,25932,15305676.0
2018-10-21,0,0.3095890410958904,27510,16347864.0
2018-10-22,0,0.4,22827,13832616.0
2018-10-23,0,0.4849315068493151,23441,14043156.0
2018-10-24,1,0.6219178082191781,22784,13642068.9
2018-10-25,0,0.684931506849315,23427,14069673.0
2018-10-26,0,0.6821917808219178,24523,14883156.0
2018-10-27,1,0.5972602739726027,27807,14437498.8
2018-10-28,0,0.3287671232876712,26231,15749271.0
2018-10-29,0,0.5506849315068493,24936,15107715.0
2018-10-30,0,0.9013698630136986,26435,16328790.0
2018-10-31,0,0.9726027397260274,25698,15891576.0
2018-11-01,0,0.9726027397260274,25789,16137054.0
2018-11-02,0,0.8821917808219178,25906,16347015.0
2018-11-03,0,0.5205479452054794,27621,17206977.0
2018-11-04,0,0.0958904109589041,25924,15432357.0
2018-11-05,0,0.0136986301369863,21042,12148746.0
2018-11-06,1,0.010958904109589041,20421,11791165.26
2018-11-07,1,0.01643835616438356,2940,1762137.57
2018-11-08,1,0.01643835616438356,3690,2199778.29
2018-11-09,1,0.11232876712328767,3588,2162866.47
2018-11-10,0,0.473972602739726,27304,16348848.0
2018-11-11,0,0.9013698630136986,29705,18133113.0
2018-11-12,0,0.9671232876712329,25693,15694680.0
2018-11-13,1,0.9698630136986301,24896,15203537.49
2018-11-14,0,0.8794520547945206,29185,18445977.0
2018-11-15,0,0.2356164383561644,22939,13743123.0
2018-11-16,0,0.09315068493150686,22814,13368123.0
2018-11-17,0,0.021917808219178082,26216,15303735.0
2018-11-18,0,0.01643835616438356,22622,13219635.0
2018-11-19,0,0.01643835616438356,23081,13547703.0
2018-11-20,0,0.01643835616438356,23319,13537062.0
2018-11-21,1,0.11232876712328767,22644,13136706.36
2018-11-22,0,0.473972602739726,22543,13253418.0
2018-11-23,1,0.6136986301369863,21896,12863970.870000001
2018-11-24,1,0.6876712328767123,25448,13100218.02
2018-11-25,0,0.9726027397260274,34851,21856911.0
2018-11-26,0,0.8794520547945206,32072,20627736.0
2018-11-27,0,0.5150684931506849,26514,16637412.0
2018-11-28,0,0.37534246575342467,25861,15904872.0
2018-11-29,0,0.3013698630136986,25326,15555645.0
2018-11-30,0,0.01643835616438356,22560,13192017.0
2018-12-01,0,0.024657534246575342,26001,15129309.0
2018-12-02,0,0.024657534246575342,26403,15250719.0
2018-12-03,0,0.1095890410958904,21871,12737475.0
2018-12-04,0,0.473972602739726,25958,15449391.0
2018-12-05,0,0.6246575342465753,26881,16151652.0
2018-12-06,0,0.6931506849315069,26763,16349193.0
2018-12-07,0,0.8849315068493151,27217,16881444.0
2018-12-08,0,0.6136986301369863,30431,18758682.0
2018-12-09,0,0.4273972602739726,28397,17216889.0
2018-12-10,0,0.3726027397260274,24872,14842779.0
2018-12-11,0,0.3041095890410959,25737,15473973.0
2018-12-12,0,0.0273972602739726,24539,14421345.0
2018-12-13,0,0.1178082191780822,23980,14056371.0
2018-12-14,0,0.3863013698630137,23731,14033496.0
2018-12-15,0,0.5643835616438356,28814,17312322.0
2018-12-16,0,0.6191780821917808,28832,21371652.0
2018-12-17,0,0.684931506849315,26310,19524159.0
2018-12-18,0,0.5945205479452055,27212,20488767.0
2018-12-19,0,0.6054794520547945,26428,19551435.0
2018-12-20,0,0.4273972602739726,26165,19175292.0
2018-12-21,0,0.36712328767123287,25619,18652500.0
2018-12-22,0,0.3041095890410959,27628,20133735.0
2018-12-23,0,0.3041095890410959,28731,20975379.0
2018-12-24,1,0.11232876712328767,23773,20311470.9
2018-12-25,1,0.3863013698630137,3060,2282733.0
2018-12-26,0,0.5698630136986301,22679,16289970.0
2018-12-27,0,0.6136986301369863,23253,16709661.0
2018-12-28,0,0.6931506849315069,24071,17466273.0
2018-12-29,0,0.6,29620,21794760.0
2018-12-30,0,0.3315068493150685,27878,20404872.0
2018-12-31,0,0.43561643835616437,23310,16690803.0
2019-01-01,1,0.38082191780821917,18918,13460293.950000001
2019-01-02,0,0.3095890410958904,22053,15626244.0
2019-01-03,0,0.3095890410958904,23144,16452147.0
2019-01-04,0,0.3095890410958904,24398,17608086.0
2019-01-05,0,0.12054794520547946,28060,20272632.0
2019-01-06,0,0.38904109589041097,29282,21128346.0
2019-01-07,0,0.5616438356164384,24460,17714586.0
2019-01-08,0,0.6109589041095891,24559,17832507.0
2019-01-09,0,0.6876712328767123,25973,18987171.0
2019-01-10,0,0.5972602739726027,26668,19750278.0
2019-01-11,0,0.6931506849315069,26544,19469091.0
2019-01-12,0,0.7945205479452054,32240,24039663.0
2019-01-13,1,0.9178082191780822,31349,23345691.42
2019-01-14,1,0.8986301369863013,20920,18515687.37
2019-01-15,1,0.8821917808219178,20059,15023775.870000001
2019-01-16,0,0.3315068493150685,24496,14620077.0
2019-01-17,0,0.136986301369863,22211,12862629.0
2019-01-18,0,0.08493150684931507,21487,12233679.0
2019-01-19,0,0.01643835616438356,24562,13977036.0
2019-01-20,0,0.021917808219178082,26480,15078969.0
2019-01-21,0,0.1095890410958904,24795,14194650.0
2019-01-22,0,0.38082191780821917,26585,15720726.0
2019-01-23,0,0.8465753424657534,28279,17049318.0
2019-01-24,0,0.9068493150684932,28009,17255256.0
2019-01-25,0,0.8821917808219178,28981,18133215.0
2019-01-26,1,0.6136986301369863,19057,9917051.7
2019-01-27,0,0.4273972602739726,30025,18371964.0
2019-01-28,0,0.09315068493150686,23118,13532535.0
2019-01-29,0,0.01643835616438356,23667,13659495.0
2019-01-30,0,0.01643835616438356,22410,12783816.0
2019-01-31,0,0.01643835616438356,22223,12595659.0
2019-02-01,0,0.11232876712328767,23004,13391145.0
2019-02-02,0,0.3835616438356164,27597,16509678.0
2019-02-03,0,0.8465753424657534,29685,17892210.0
2019-02-04,0,0.8958904109589041,24657,14768259.0
2019-02-05,0,0.9698630136986301,25959,15721386.0
2019-02-06,0,0.8849315068493151,27814,17189028.0
2019-02-07,0,0.6109589041095891,26427,16192275.0
2019-02-08,0,0.15342465753424658,23026,13563603.0
2019-02-09,0,0.09863013698630137,26378,15422400.0
2019-02-10,1,0.021917808219178082,25540,14943389.01
2019-02-11,0,0.01643835616438356,20563,11648205.0
2019-02-12,0,0.019178082191780823,21839,12384495.0
2019-02-13,0,0.10684931506849316,21714,12457656.0
2019-02-14,0,0.38082191780821917,22643,13301838.0
2019-02-15,0,0.8410958904109589,24157,14306637.0
2019-02-16,0,0.8931506849315068,28230,16993098.0
2019-02-17,0,0.9616438356164384,29824,18342525.0
2019-02-18,0,0.873972602739726,26546,16319103.0
2019-02-19,1,0.6082191780821918,25739,15816166.05
2019-02-20,0,0.16164383561643836,21944,12800094.0
2019-02-21,0,0.10136986301369863,21671,12383694.0
2019-02-22,0,0.0273972602739726,20832,11743965.0
2019-02-23,0,0.024657534246575342,24526,13887258.0
2019-02-24,0,0.024657534246575342,25159,14207130.0
2019-02-25,0,0.10684931506849316,21906,12518871.0
2019-02-26,0,0.37534246575342467,23128,13594095.0
2019-02-27,0,0.8356164383561644,25359,15197019.0
2019-02-28,0,0.8876712328767123,25104,15189495.0
2019-03-01,1,0.936986301369863,24330,14715307.53
2019-03-02,0,0.8767123287671232,29958,18707214.0
2019-03-03,0,0.6136986301369863,30663,18993912.0
2019-03-04,1,0.16164383561643836,25438,18435029.580000002
2019-03-05,0,0.10684931506849316,22429,12976719.0
2019-03-06,0,0.03561643835616438,21903,12454518.0
2019-03-07,0,0.030136986301369864,21158,12008772.0
2019-03-08,0,0.049315068493150684,21769,12258222.0
2019-03-09,0,0.11232876712328767,24638,14260416.0
2019-03-10,0,0.3780821917808219,25764,15136029.0
2019-03-11,0,0.8328767123287671,24802,14841210.0
2019-03-12,0,0.8794520547945206,25176,15125649.0
2019-03-13,0,0.9342465753424658,25768,15725475.0
2019-03-14,0,0.873972602739726,28051,17320749.0
2019-03-15,0,0.38082191780821917,24521,14796600.0
2019-03-16,0,0.1589041095890411,26469,15608175.0
2019-03-17,0,0.10410958904109589,26121,15180897.0
2019-03-18,0,0.0273972602739726,21949,12534444.0
2019-03-19,0,0.03287671232876712,21743,12321786.0
2019-03-20,1,0.04657534246575343,21100,11959325.040000001
2019-03-21,1,0.10684931506849316,3079,1822462.17
2019-03-22,0,0.6082191780821918,23722,14149944.0
2019-03-23,0,0.8356164383561644,29209,17698635.0
2019-03-24,0,0.8794520547945206,30520,18801276.0
2019-03-25,0,0.9315068493150684,27563,17123754.0
2019-03-26,0,0.8712328767123287,29544,18624411.0
2019-03-27,0,0.3780821917808219,25004,15350445.0
2019-03-28,0,0.1589041095890411,24127,14320641.0
2019-03-29,0,0.10684931506849316,23080,13419201.0
2019-03-30,0,0.03287671232876712,25093,14478648.0
2019-03-31,0,0.03287671232876712,25134,14410761.0
2019-04-01,0,0.049315068493150684,21809,12349737.0
2019-04-02,0,0.10684931506849316,21093,12138972.0
2019-04-03,0,0.6027397260273972,23048,13631253.0
2019-04-04,0,0.8328767123287671,23648,14147430.0
2019-04-05,0,0.8821917808219178,24663,14900580.0
2019-04-06,1,0.9287671232876712,27974,14446139.49
2019-04-07,0,0.8684931506849315,32522,20586318.0
2019-04-08,0,0.3835616438356164,24206,14669022.0
2019-04-09,0,0.1589041095890411,22206,12873645.0
2019-04-10,0,0.10684931506849316,21965,12601281.0
2019-04-11,0,0.03561643835616438,21051,11954634.0
2019-04-12,0,0.03287671232876712,21564,12159984.0
2019-04-13,1,0.049315068493150684,24481,11789937.51
2019-04-14,1,0.10410958904109589,18909,10808490.09
2019-04-15,1,0.5917808219178082,15965,10913978.31
2019-04-16,0,0.821917808219178,24704,14800416.0
2019-04-17,1,0.873972602739726,23974,14353118.22
2019-04-18,0,0.863013698630137,26817,16272387.0
2019-04-19,1,0.8602739726027397,26002,15768811.08
2019-04-20,0,0.3315068493150685,28761,17453427.0
2019-04-21,1,0.1506849315068493,27911,16951109.19
2019-04-22,0,0.10684931506849316,24373,14214354.0
2019-04-23,0,0.03561643835616438,21140,12129567.0
2019-04-24,0,0.038356164383561646,25330,14711301.0
2019-04-25,0,0.0410958904109589,23123,13413840.0
2019-04-26,0,0.03561643835616438,25932,15159969.0
2019-04-27,0,0.25753424657534246,28996,17248350.0
2019-04-28,0,0.38904109589041097,36417,21876561.0
2019-04-29,0,0.3917808219178082,29180,17552880.0
2019-04-30,0,0.6904109589041096,30237,18519582.0
2019-05-01,0,0.8328767123287671,33243,22924065.0
2019-05-02,0,0.6520547945205479,31680,22203030.0
2019-05-03,0,0.5972602739726027,31314,21873870.0
2019-05-04,0,0.5917808219178082,37337,26870817.0
2019-05-05,0,0.29315068493150687,31340,21755484.0
2019-05-06,0,0.1589041095890411,25909,17364180.0
2019-05-07,0,0.11232876712328767,25705,17058741.0
2019-05-08,0,0.038356164383561646,24155,15840252.0
2019-05-09,1,0.26575342465753427,23436,15362467.92
2019-05-10,0,0.38904109589041097,24848,16318143.0
2019-05-11,0,0.3917808219178082,27978,18691137.0
2019-05-12,0,0.6958904109589041,29882,20292558.0
2019-05-13,0,0.8328767123287671,27234,18783642.0
2019-05-14,0,0.6575342465753424,27822,19353711.0
2019-05-15,0,0.8301369863013699,28399,19960656.0
2019-05-16,0,0.8684931506849315,30168,21445713.0
2019-05-17,0,0.5698630136986301,26737,18456078.0
2019-05-18,1,0.43561643835616437,30413,17909160.6
2019-05-19,0,0.15616438356164383,28875,19509138.0
2019-05-20,0,0.03287671232876712,23033,15099840.0
2019-05-21,0,0.030136986301369864,22717,14807589.0
2019-05-22,0,0.1095890410958904,22936,14958597.0
2019-05-23,0,0.11232876712328767,22429,14721366.0
2019-05-24,0,0.41643835616438357,24027,15948156.0
2019-05-25,0,0.7835616438356164,29204,19696350.0
2019-05-26,0,0.8904109589041096,29610,20169666.0
2019-05-27,0,0.8794520547945206,25447,17197023.0
2019-05-28,0,0.873972602739726,27184,18652065.0
2019-05-29,0,0.5287671232876713,24047,16213497.0
2019-05-30,0,0.20821917808219179,24318,16082139.0
2019-05-31,1,0.10684931506849316,23602,15601824.99
